Date Invoiced,Date Paid,No. Days taken to Pay,Client Name,Invoice Reference,Invoice Amount,Paid Amount
2018-08-20,2018-10-15,56,15,2018/4394,302090.91,261613.64
2018-08-20,2018-10-15,56,15,2018/4394,302090.91,40477.27
2015-11-30,2015-12-20,20,15,2015/2745,215970.94,215970.94
2016-03-30,2016-04-25,26,15,2016/2997,215970.94,215970.94
2016-04-28,2016-08-25,119,15,2016/3043,215970.94,215970.94
2015-12-31,2016-01-14,14,15,2015/2816,208537.49,208537.49
2019-02-26,2019-04-04,37,15,2019-4632,277315.77,277315.77
2015-12-31,2016-01-14,14,15,2015/2816,339128.59,339128.59
2016-01-31,2016-02-11,11,15,2016/2872,339128.59,339128.59
2018-07-29,2018-09-20,53,15,2018/4361,310487.64,310487.64
2019-03-12,2019-04-15,34,15,2019-4659,310487.64,310487.64
2019-04-14,2019-05-20,36,15,2019-4703,310487.64,310487.64
2019-05-09,2019-06-20,42,15,2019-4737,310487.64,310487.64
2019-06-17,2019-07-18,31,15,2019-4780,310487.64,310487.64
2019-07-31,2019-11-04,96,15,2019-4830,310487.64,310487.64
2015-11-30,2015-12-20,20,15,2015/2742,302188.04,302188.04
2018-11-05,2019-01-03,59,15,2018/4492,228232.68,228232.68
2015-12-31,2016-01-14,14,15,2015/2817,213758.23,213758.23
2016-01-31,2016-02-11,11,15,2016/2873,213758.23,213758.23
2015-11-30,2015-12-20,20,15,2015/2743,199243.2,199243.2
2019-01-16,2019-02-26,41,15,2019-4587,103789.05,103789.05
2019-02-26,2019-02-27,1,15,2019-4629,103789.05,103789.05
2016-01-31,2016-02-11,11,15,2016/2872,237751.83,237751.83
2018-12-18,2019-01-20,33,15,2018/4535,106459.32,106459.32
2019-02-26,2019-02-26,0,15,2019-4624,106459.32,106459.32
2015-11-30,2015-12-20,20,15,2015/2745,259229.73,259229.73
2016-03-30,2016-04-25,26,15,2016/2997,259229.73,259229.73
2016-04-28,2016-08-25,119,15,2016/3043,259229.73,259229.73
2016-06-30,2017-07-06,371,15,2016/3139,259229.73,259229.73
2018-06-24,2018-07-26,32,15,2018/4316,154487.51,154487.51
2019-08-19,2019-11-04,77,15,2019-4854,107115.9,107115.9
2018-07-10,2018-08-30,51,15,2018/4344,227983.88,227983.88
2018-08-08,2018-09-10,33,15,2018/4383,227983.88,227983.88
2016-06-30,2016-12-20,173,15,2016/3139,130211.75,7665.22
2016-06-30,2017-07-06,371,15,2016/3139,130211.75,122546.53
2018-04-11,2018-05-16,35,15,2018/4232,107619.2,107619.2
2016-01-31,2016-02-11,11,15,2016/2868,121661.69,121661.69
2018-02-07,2018-03-13,34,15,2018/4135R1,134510.07,134510.07
2018-03-14,2018-04-12,29,15,2018/4183,134510.07,134510.07
2018-05-08,2018-07-04,57,15,2018/4274,134510.07,134510.07
2018-06-07,2018-07-09,32,15,2018/4312,134510.07,134510.07
2017-05-09,2017-06-04,26,15,2017/3655,115364.28,115364.28
2017-06-21,2017-07-20,29,15,2017/3741,115364.28,115364.28
2017-07-10,2017-08-20,41,15,2017/3783,115364.28,115364.28
2017-08-08,2017-10-03,56,15,2017/3850,115364.28,115364.28
2017-09-07,2017-10-17,40,15,2017/3879,115364.28,115364.28
2017-10-10,2017-11-23,44,15,2017/3950,115364.28,115364.28
2017-11-06,2017-12-06,30,15,2017/3992,115364.28,115364.28
2017-12-05,2018-01-14,40,15,2017/4031,115364.28,115364.28
2018-01-08,2018-02-26,49,15,2018/4094,115364.28,115364.28
2018-01-08,2018-02-26,49,15,2018/4094,115364.28,115364.28
2016-05-29,2016-10-23,147,15,2016/3079,112111.55,112111.55
2015-12-31,2016-01-14,14,15,2015/2817,159731.55,159731.55
2018-07-10,2018-08-30,51,15,2018/4346,109012.77,109012.77
2018-08-08,2018-09-10,33,15,2018/4385,109012.77,109012.77
2018-09-12,2018-10-09,27,15,2018/4423,109012.77,109012.77
2018-10-17,2018-11-06,20,15,2018/4458,109012.77,109012.77
2018-12-31,2019-03-28,87,15,2018/4571,58387.54,58387.54
2018-11-20,2019-01-20,61,15,2018/4496,123687.31,123687.31
2017-04-16,2017-05-11,25,15,2017/3603,62361.32,62361.32
2015-11-30,2015-12-20,20,15,2015/2744,127360.07,127360.07
2016-03-30,2016-04-25,26,15,2016/2996,127360.07,127360.07
2016-04-28,2016-10-23,178,15,2016/3041,127360.07,127360.07
2018-11-05,2019-01-03,59,15,2018/4491Rev1,79779.74,79779.74
2016-03-30,2016-04-25,26,15,2016/2996,130715.9,130715.9
2016-04-28,2016-12-20,236,15,2016/3041,130715.9,130715.9
2015-11-30,2015-12-20,20,15,2015/2744,119836.98,119836.98
2018-07-10,2018-08-30,51,15,2018/4345,96458.48,96458.48
2018-08-08,2018-09-10,33,15,2018/4384,96458.48,96458.48
2018-06-07,2018-07-04,27,15,2018/4311,74468.31,74468.31
2016-01-31,2016-02-11,11,15,2016/2873,68992.39,68992.39
2018-01-08,2018-02-26,49,15,2018/4092,82319.36,82319.36
2018-01-08,2018-02-26,49,15,2018/4092,82319.36,82319.36
2018-04-11,2018-05-16,35,15,2018/4233,106541.07,106541.07
2018-02-07,2018-03-13,34,15,2018/4137R1,137083.78,137083.78
2018-03-14,2018-04-12,29,15,2018/4185,137083.78,137083.78
2015-11-30,2015-12-20,20,15,2015/2745,63376.18,63376.18
2016-03-30,2016-04-25,26,15,2016/2997,63376.18,63376.18
2016-04-28,2016-08-25,119,15,2016/3043,63376.18,63376.18
2017-05-09,2017-06-04,26,15,2017/3657,95855.22,95855.22
2017-06-21,2017-07-20,29,15,2017/3742,95855.22,95855.22
2017-07-10,2017-08-20,41,15,2017/3785,95855.22,95855.22
2017-08-08,2017-10-03,56,15,2017/3829,95855.22,95855.22
2017-09-07,2017-10-31,54,15,2017/3881,95855.22,95855.22
2017-10-10,2017-11-23,44,15,2017/3952,95855.22,95855.22
2017-11-06,2017-12-06,30,15,2017/3994,95855.22,95855.22
2017-12-05,2018-01-14,40,15,2017/4033,95855.22,95855.22
2018-02-07,2018-03-13,34,15,2018/4136,69608.8,69608.8
2018-03-14,2018-04-12,29,15,2018/4184,69608.8,69608.8
2018-05-08,2018-07-04,57,15,2018/4275,69608.8,69608.8
2018-06-07,2018-07-09,32,15,2018/4313,69608.8,69608.8
2018-05-08,2018-06-24,47,15,2018/4273,125332.04,125332.04
2018-04-11,2018-05-16,35,15,2018/4234,60540.38,60540.38
2016-05-29,2017-01-26,242,15,2016/3079,97768.69,97768.69
2016-01-31,2016-02-11,11,15,2016/2872,94319.9,94319.9
2017-05-09,2017-06-04,26,15,2017/3656,81477.51,81477.51
2017-06-21,2017-07-20,29,15,2017/3740,81477.51,81477.51
2017-07-10,2017-08-20,41,15,2017/3784,81477.51,81477.51
2017-08-08,2017-10-03,56,15,2017/3851,81477.51,81477.51
2017-09-07,2017-10-17,40,15,2017/3880,81477.51,81477.51
2017-10-10,2017-11-23,44,15,2017/3951,81477.51,81477.51
2017-11-06,2017-12-06,30,15,2017/3993,81477.51,81477.51
2017-12-05,2018-01-14,40,15,2017/4032,81477.51,81477.51
2018-01-08,2018-02-26,49,15,2018/4093,81477.51,81477.51
2018-01-08,2018-02-26,49,15,2018/4093,81477.51,81477.51
2017-02-28,2017-03-26,26,15,2017/3540,88518.88,88518.88
2017-04-16,2017-05-09,23,15,2017/3605,88518.88,88518.88
2015-12-31,2016-01-14,14,15,2015/2816,79851.28,79851.28
2016-01-31,2016-02-11,11,15,2016/2872,79851.28,79851.28
2016-02-29,2016-04-06,37,15,2016/2935,49640.59,49640.59
2015-12-31,2016-01-14,14,15,2015/2816,108799.32,108799.32
2019-01-16,2019-02-26,41,15,2019-4588,73422.87,73422.87
2019-02-26,2019-02-27,1,15,2019-4630,73422.87,73422.87
2018-12-18,2019-01-20,33,15,2018/4536,72717.95,72717.95
2019-02-26,2019-02-26,0,15,2019-4625,72717.95,72717.95
2017-04-16,2017-05-11,25,15,2017/3604,94741.65,94741.65
2016-01-31,2016-02-11,11,15,2016/2872,76792.71,76792.71
2015-12-31,2016-01-14,14,15,2015/2817,78245.62,78245.62
2016-01-31,2016-02-11,11,15,2016/2873,78245.62,78245.62
2016-11-30,2016-12-31,31,15,2016/3402,34665.31,34665.31
2017-01-26,2017-02-21,26,15,2017/3483,34665.31,34665.31
2017-01-31,2017-02-23,23,15,2017/3492,34665.31,34665.31
2017-02-28,2017-04-11,42,15,2017/3550,78863.04,78863.04
2019-11-20,2020-01-08,49,15,2019-4964,69242.92,69242.92
2019-12-15,2020-02-04,51,15,2019-4999,69242.92,69242.92
2018-09-30,2018-10-30,30,15,2018/4433,83489.65,72302.85
2018-09-30,2018-11-06,37,15,2018/4433,83489.65,11186.8
2015-08-25,2015-09-06,12,15,2015/2564,50378.05,50378.05
2016-06-30,2017-07-06,371,15,2016/3139,39081.0,39081.0
2019-09-12,2020-01-08,118,15,2019-4888,75925.76,75925.76
2019-10-20,2020-01-08,80,15,2019-4930,75925.76,75925.76
2019-02-26,2019-04-04,37,15,2019-4632,59922.56,59922.56
2019-03-12,2019-04-15,34,15,2019-4659,59922.56,59922.56
2019-04-14,2019-05-20,36,15,2019-4703,59922.56,59922.56
2019-05-09,2019-06-20,42,15,2019-4737,59922.56,59922.56
2019-06-17,2019-07-18,31,15,2019-4780,59922.56,59922.56
2019-07-31,2019-11-04,96,15,2019-4830,59922.56,59922.56
2019-08-19,2019-11-04,77,15,2019-4854,59922.56,59922.56
2018-03-14,2018-04-12,29,15,2018/4183,26650.35,26650.35
2018-04-11,2018-05-16,35,15,2018/4232,26650.35,26650.35
2018-05-08,2018-07-04,57,15,2018/4274,26650.35,26650.35
2018-06-07,2018-07-09,32,15,2018/4312,26650.35,26650.35
2016-06-30,2017-07-06,371,15,2016/3139,27254.91,27254.91
2019-03-31,2019-07-03,94,15,2019-4675,62163.21,62163.21
2015-08-25,2015-09-06,12,15,2015/2565,52452.44,52452.44
2018-02-07,2018-03-13,34,15,2018/4135R1,32100.89,32100.89
2017-09-07,2017-10-17,40,15,2017/3879,61634.03,61634.03
2017-10-10,2017-11-23,44,15,2017/3950,61634.03,61634.03
2017-11-06,2017-12-06,30,15,2017/3992,61634.03,61634.03
2017-12-05,2018-01-14,40,15,2017/4031,61634.03,61634.03
2018-01-08,2018-02-26,49,15,2018/4094,61634.03,61634.03
2018-01-08,2018-02-26,49,15,2018/4094,61634.03,61634.03
2016-12-20,2017-02-21,63,15,2016/3423,25908.49,25908.49
2018-11-05,2019-01-03,59,15,2018/4492,65408.33,65408.33
2016-05-29,2017-01-26,242,15,2016/3079,24810.38,24810.38
2019-04-11,2019-05-12,31,15,2019-4701,59262.23,59262.23
2018-12-18,2019-02-03,47,15,2018/4537,35626.17,35626.17
2019-02-26,2019-02-26,0,15,2019-4626,35626.17,35626.17
2017-02-28,2017-04-11,42,15,2017/3551,49334.12,49334.12
2016-01-31,2016-02-11,11,15,2016/2873,33316.25,33316.25
2018-07-10,2018-08-30,51,15,2018/4344,29925.97,29925.97
2018-08-08,2018-09-10,33,15,2018/4383,29925.97,29925.97
2018-12-18,2019-01-20,33,15,2018/4535,29925.97,29925.97
2019-01-16,2019-02-26,41,15,2019-4587,29925.97,29925.97
2019-02-26,2019-02-26,0,15,2019-4624,29925.97,29925.97
2019-02-26,2019-02-27,1,15,2019-4629,29925.97,29925.97
2018-03-14,2018-04-12,29,15,2018/4185,20298.48,20298.48
2018-12-30,2019-03-07,67,15,2018/4545,27219.88,27219.88
2018-02-07,2018-03-13,34,15,2018/4137R1,17299.73,17299.73
2018-06-07,2018-07-04,27,15,2018/4311,40702.07,40702.07
2018-04-11,2018-05-16,35,15,2018/4234,39453.48,39453.48
2018-05-08,2018-06-24,47,15,2018/4273,20706.91,20706.91
2017-08-08,2017-10-03,56,15,2017/3850,21109.66,21109.66
2015-11-30,2015-12-20,20,15,2015/2745,27885.61,27885.61
2016-02-29,2016-04-06,37,15,2016/2935,27885.61,27885.61
2016-03-30,2016-04-25,26,15,2016/2997,27885.61,27885.61
2016-04-28,2016-08-25,119,15,2016/3043,27885.61,27885.61
2015-11-30,2015-12-20,20,15,2015/2745,34898.94,34898.94
2016-03-30,2016-04-25,26,15,2016/2997,34898.94,34898.94
2016-04-28,2016-08-25,119,15,2016/3043,34898.94,34898.94
2017-06-21,2017-07-20,29,15,2017/3741,33058.0,33058.0
2017-07-10,2017-08-20,41,15,2017/3783,33058.0,33058.0
2018-07-10,2018-08-30,51,15,2018/4346,24087.99,24087.99
2018-08-08,2018-09-10,33,15,2018/4385,24087.99,24087.99
2018-09-12,2018-10-09,27,15,2018/4423,24087.99,24087.99
2018-10-17,2018-11-06,20,15,2018/4458,24087.99,24087.99
2019-09-12,2020-01-08,118,15,2019-4888,24087.99,24087.99
2019-10-20,2020-01-08,80,15,2019-4930,24087.99,24087.99
2019-11-20,2020-01-08,49,15,2019-4964,24087.99,24087.99
2019-12-15,2020-02-04,51,15,2019-4999,24087.99,24087.99
2018-02-07,2018-03-13,34,15,2018/4136,17774.53,17774.53
2018-03-14,2018-04-12,29,15,2018/4184,17774.53,17774.53
2018-04-11,2018-05-16,35,15,2018/4233,17774.53,17774.53
2018-06-07,2018-07-09,32,15,2018/4313,17774.53,17774.53
2017-09-07,2017-10-17,40,15,2017/3880,14971.52,14971.52
2017-10-10,2017-11-23,44,15,2017/3951,14971.52,14971.52
2017-11-06,2017-12-06,30,15,2017/3993,14971.52,14971.52
2017-12-05,2018-01-14,40,15,2017/4032,14971.52,14971.52
2018-01-08,2018-02-26,49,15,2018/4093,14971.52,14971.52
2018-01-08,2018-02-26,49,15,2018/4093,14971.52,14971.52
2018-05-08,2018-07-04,57,15,2018/4275,20196.52,20196.52
2018-11-20,2019-01-20,61,15,2018/4496,17652.87,17652.87
2015-12-31,2016-01-14,14,15,2015/2817,16577.92,16577.92
2016-01-31,2016-02-11,11,15,2016/2873,16577.92,16577.92
2015-12-31,2016-01-14,14,15,2015/2817,22271.6,22271.6
2016-01-31,2016-02-11,11,15,2016/2873,25873.61,25873.61
2017-04-16,2017-05-09,23,15,2017/3605,11178.58,11178.58
2017-05-09,2017-06-04,26,15,2017/3657,11178.58,11178.58
2017-06-21,2017-07-20,29,15,2017/3742,11178.58,11178.58
2017-07-10,2017-08-20,41,15,2017/3785,11178.58,11178.58
2017-08-08,2017-10-03,56,15,2017/3829,11178.58,11178.58
2017-09-07,2017-10-31,54,15,2017/3881,11178.58,11178.58
2017-10-10,2017-11-23,44,15,2017/3952,11178.58,11178.58
2017-11-06,2017-12-06,30,15,2017/3994,11178.58,11178.58
2017-12-05,2018-01-14,40,15,2017/4033,11178.58,11178.58
2018-01-08,2018-02-26,49,15,2018/4092,11178.58,11178.58
2018-01-08,2018-02-26,49,15,2018/4092,11178.58,11178.58
2019-01-16,2019-02-26,41,15,2019-4589,19818.95,19818.95
2019-02-26,2019-03-07,9,15,2019-4631,19818.95,19818.95
2017-11-07,2017-12-06,29,15,2017/3991,10074.73,10074.73
2018-04-08,2018-05-16,38,15,2018/4230,12453.44,12453.44
2016-04-30,2016-11-22,206,15,2016/3044,26128.72,26128.72
2016-05-29,2016-08-03,66,15,2016/3080,26128.72,26128.72
2017-03-22,2017-04-11,20,15,2017/3577,21885.62,21885.62
2017-06-21,2017-07-20,29,15,2017/3740,10293.87,10293.87
2017-07-10,2017-08-20,41,15,2017/3784,10293.87,10293.87
2017-08-08,2017-10-03,56,15,2017/3851,10293.87,10293.87
2018-07-10,2018-08-30,51,15,2018/4345,17435.27,17435.27
2018-08-08,2018-09-10,33,15,2018/4384,17435.27,17435.27
2018-12-18,2019-01-20,33,15,2018/4536,17435.27,17435.27
2019-02-26,2019-02-26,0,15,2019-4625,17435.27,17435.27
2016-05-29,2016-10-23,147,15,2016/3079,16473.16,16418.25
2016-05-29,2017-01-26,242,15,2016/3079,16473.16,54.91
2016-05-29,2017-01-26,242,15,2016/3079,13261.48,13261.48
2019-01-16,2019-02-26,41,15,2019-4588,17623.47,17623.47
2019-02-26,2019-02-27,1,15,2019-4630,17623.47,17623.47
2017-10-04,2017-11-23,50,15,2017/3940,14810.27,14810.27
2018-12-18,2019-02-03,47,15,2018/4537,7845.64,7845.64
2019-02-26,2019-02-26,0,15,2019-4626,7845.64,7845.64
2017-11-07,2017-12-06,29,15,2017/3989,13346.84,13346.84
2018-01-08,2018-02-26,49,15,2018/4089,18722.47,18722.47
2018-01-08,2018-02-26,49,15,2018/4089,18722.47,18722.47
2017-09-07,2017-10-31,54,15,2017/3885,10989.91,10989.91
2018-05-08,2018-07-04,57,15,2018/4272,17758.34,17758.34
2017-12-05,2018-01-14,40,15,2017/4030,17153.56,17153.56
2017-07-09,2017-08-20,42,15,2017/3782,10962.61,10962.61
2017-03-21,2017-05-03,43,15,2017/3580,11370.44,11370.44
2017-05-08,2017-06-04,27,15,2017/3677,9824.31,9824.31
2016-12-20,2017-02-21,63,15,2016/3423,9220.18,9220.18
2016-11-30,2016-12-31,31,15,2016/3402,5189.78,5189.78
2017-01-26,2017-02-21,26,15,2017/3483,5189.78,5189.78
2017-01-31,2017-02-23,23,15,2017/3492,5189.78,5189.78
2017-02-28,2017-03-26,26,15,2017/3540,5189.78,5189.78
2017-04-16,2017-05-09,23,15,2017/3605,5189.78,5189.78
2017-05-09,2017-06-04,26,15,2017/3657,5189.78,5189.78
2017-06-21,2017-07-20,29,15,2017/3742,5189.78,5189.78
2017-07-10,2017-08-20,41,15,2017/3785,5189.78,5189.78
2017-08-08,2017-10-03,56,15,2017/3829,5189.78,5189.78
2017-09-07,2017-10-31,54,15,2017/3881,5189.78,5189.78
2017-10-10,2017-11-23,44,15,2017/3952,5189.78,5189.78
2017-11-06,2017-12-06,30,15,2017/3994,5189.78,5189.78
2017-12-05,2018-01-14,40,15,2017/4033,5189.78,5189.78
2018-01-08,2018-02-26,49,15,2018/4092,5189.78,5189.78
2018-01-08,2018-02-26,49,15,2018/4092,5189.78,5189.78
2014-12-31,2015-02-03,34,16,JV141243,63581.85,63581.85
2022-01-31,2022-03-04,32,17,2022-5777,228112.56,228112.56
2022-01-31,2022-03-04,32,17,2022-5777,145356.46,145356.46
2022-02-08,2022-03-31,51,17,2022-5799,70034.96,70034.96
2022-02-22,2022-04-12,49,17,2022-5809,70034.96,70034.96
2022-05-25,2022-07-22,58,17,2022-5902,40766.23,40766.23
2022-04-09,2022-04-28,19,17,2022-5868,33136.6,33136.6
2022-03-31,2022-04-28,28,17,2022-5867,17221.94,17221.94
2022-05-25,2022-07-22,58,17,2022-5902,28007.32,28007.32
2023-02-28,2023-12-07,282,17,2023-6316,15209.82,15209.82
2022-12-31,2023-12-07,341,17,2022-6209,41419.35,41419.35
2022-07-18,2022-07-22,4,17,2022-5968,27704.81,27704.81
2022-12-31,2023-12-07,341,17,2022-6209,28174.11,28174.11
2022-02-08,2022-03-31,51,17,2022-5799,16030.49,16030.49
2023-02-14,2023-12-07,296,17,2023-6282,16030.49,16030.49
2023-02-28,2023-12-07,282,17,2023-6316,7862.09,7862.09
2022-12-12,2022-12-31,19,17,2022-6197,6492.28,6492.28
2016-10-31,2017-03-20,140,18,2016/3323,10001.9,10001.9
2015-09-30,2015-12-27,88,19,2015/2628,371968.77,159415.19
2015-09-30,2017-03-14,531,19,2015/2628,371968.77,212553.59
2015-08-30,2015-09-03,4,19,2015/2566,96133.3,96133.3
2017-03-30,2017-04-06,7,19,2017/3598,27885.61,27885.61
2017-04-30,2017-05-11,11,19,2017/3653,27885.61,27885.61
2014-08-31,2015-07-19,322,19,E14/610,12736.3,12736.3
2015-10-29,2015-12-27,59,19,2015/2690,11178.58,11178.58
2017-01-31,2017-02-19,19,19,2017/3490,15557.24,15557.24
2017-02-28,2017-03-13,13,19,2017/3534,15557.24,15557.24
2017-03-30,2017-04-06,7,19,2017/3598,15557.24,15557.24
2017-04-30,2017-05-11,11,19,2017/3653,15557.24,15557.24
2017-05-30,2017-07-03,34,19,2017/3708,15557.24,15557.24
2017-06-29,2017-08-08,40,19,2017/3761,15557.24,15557.24
2017-07-31,2017-09-26,57,19,2017/3809,15557.24,15557.24
2017-08-30,2017-09-26,27,19,2017/3876,15557.24,15557.24
2017-09-30,2017-11-05,36,19,2017/3913,15557.24,15557.24
2017-10-31,2017-12-27,57,19,2017/3979,15557.24,15557.24
2017-11-30,2017-12-27,27,19,2017/4007,15557.24,15557.24
2017-12-31,2018-02-07,38,19,2017/4061,15557.24,15557.24
2022-02-09,2022-03-14,33,20,2022-5802,908300.66,908300.66
2022-02-09,2022-02-09,0,20,2022-5804,841240.7,0.01
2022-02-09,2022-03-14,33,20,2022-5804,841240.7,841240.69
2022-02-09,2022-03-14,33,20,2022-5801,741866.22,741866.22
2022-02-09,2022-03-14,33,20,2022-5803,783293.3,783293.3
2019-05-30,2019-09-02,95,20,2019-4745,501431.76,501431.76
2019-04-18,2019-07-15,88,20,2019-4708,358916.68,358916.68
2022-10-31,2023-02-13,105,20,2022-6110,282422.46,282422.46
2019-05-30,2019-09-02,95,20,2019-4745,175282.52,175282.52
2019-05-30,2019-09-02,95,20,2019-4745,83622.05,83622.05
2022-10-31,2023-03-14,134,20,2022-6151,82417.91,82417.91
2019-04-18,2019-07-15,88,20,2019-4708,117282.61,117282.61
2019-05-19,2019-07-15,57,20,2019-4741,48544.87,48544.87
2018-12-06,2019-03-18,102,20,2018/4529,64291.12,64291.12
2018-11-29,2019-03-18,109,20,2018/4508,26747.37,26337.56
2018-11-29,2019-03-18,109,20,2018/4508,26747.37,409.81
2019-05-30,2019-09-02,95,20,2019-4745,25641.47,25641.47
2018-12-30,2019-03-18,78,20,2018/4548,35897.68,35897.68
2019-05-19,2019-07-15,57,20,2019-4741,30977.82,30977.82
2019-05-30,2019-09-02,95,20,2019-4745,10131.22,10131.22
2019-05-19,2019-07-15,57,20,2019-4741,18408.87,18408.87
2019-05-30,2019-09-02,95,20,2019-4745,15848.98,15848.98
2019-05-19,2019-07-15,57,20,2019-4741,10352.91,10352.91
2024-02-29,2024-03-28,28,21,2024-6760,180160.12,180160.12
2024-03-28,2024-04-23,26,21,2024-6792,180160.12,180160.12
2024-02-29,2024-03-28,28,21,2024-6760,433539.03,433539.03
2024-03-28,2024-04-23,26,21,2024-6792,433539.03,433539.03
2024-02-29,2024-03-28,28,21,2024-6760,303940.06,194812.39
2024-02-29,2024-03-28,28,21,2024-6760,303940.06,109127.68
2023-12-31,2024-01-31,31,21,2023-6684,223245.64,223245.64
2023-11-30,2024-03-12,103,21,2023-6649,91211.58,91211.58
2023-11-30,2024-03-12,103,21,2023-6649,133469.36,133469.36
2023-12-31,2024-01-31,31,21,2023-6684,145200.7,145200.7
2024-03-28,2024-04-23,26,21,2024-6792,142484.54,142484.54
2023-07-05,2023-07-28,23,21,2023-6450,81870.41,81870.41
2024-02-29,2024-03-28,28,21,2024-6760,81870.41,81870.41
2023-07-05,2023-07-28,23,21,2023-6450,56307.15,56307.15
2023-07-05,2023-07-28,23,21,2023-6450,76163.6,76163.6
2023-11-30,2024-03-12,103,21,2023-6649,74036.45,74036.45
2024-03-14,2024-04-17,34,21,2024-6783,11171.93,11171.93
2015-03-30,2015-06-28,90,22,2015/1079,185720.1,139.29
2015-03-30,2015-06-28,90,22,2015/1079,185720.1,185580.81
2015-05-31,2015-08-25,86,22,2015/2404,305351.94,249.83
2015-05-31,2015-08-25,86,22,2015/2404,305351.94,305102.1
2015-02-23,2015-02-25,2,22,2015/1053,322512.31,601.99
2015-02-23,2015-02-25,2,22,2015/1053,322512.31,321910.32
2015-02-19,2015-02-26,7,22,2015/2305,178549.1,178549.1
2014-12-30,2015-01-11,12,22,2014/1032,109631.13,195.2
2014-12-30,2015-01-11,12,22,2014/1032,109631.13,109435.92
2014-12-31,2015-01-06,6,22,2014/2250,198497.91,198497.91
2015-06-03,2015-08-19,77,22,2015/2423,96133.3,96133.3
2015-06-03,2015-08-19,77,22,2015/2423,76979.34,76979.34
2015-12-31,2016-01-26,26,22,2015/2844,30598.44,135.14
2015-12-31,2016-01-26,26,22,2015/2844,30598.44,30463.3
2015-07-26,2015-08-19,24,22,2015/2516,21487.28,21487.28
2016-11-22,2017-05-08,167,22,2016/3372,54120.07,54120.07
2016-06-30,2016-07-14,14,22,2016/3146,28982.12,43.91
2016-06-30,2016-07-14,14,22,2016/3146,28982.12,94.56
2016-06-30,2016-07-14,14,22,2016/3146,28982.12,28843.65
2016-08-30,2016-10-03,34,22,2016/3238,28982.12,244.74
2016-08-30,2016-10-03,34,22,2016/3238,28982.12,28737.38
2016-06-30,2016-10-20,112,22,2016/3161,25990.75,25990.75
2015-12-31,2016-01-26,26,22,2015/2844,14868.0,14868.0
2016-06-30,2016-10-20,112,22,2016/3161,14868.0,14868.0
2016-09-30,2016-10-20,20,22,2016/3305,14868.0,14868.0
2016-12-21,2017-05-08,138,22,2016/3425,14868.0,14868.0
2017-01-23,2017-05-08,105,22,2017/3479,14868.0,14868.0
2017-02-28,2017-05-08,69,22,2017/3558,18697.78,18697.78
2017-01-31,2017-05-08,97,22,2017/3503,17911.9,17911.9
2016-12-29,2017-05-08,130,22,2016/3453,19100.3,19100.3
2015-06-03,2015-08-19,77,22,2015/2423,12255.6,177.8
2015-06-03,2015-08-19,77,22,2015/2423,12255.6,177.8
2015-06-03,2015-08-19,77,22,2015/2423,12255.6,11900.0
2015-08-30,2016-01-06,129,22,2015/2584,11359.46,123.31
2015-08-30,2016-01-06,129,22,2015/2584,11359.46,11236.15
2022-09-16,2022-10-07,21,23,2022-6062,168831.95,168831.95
2019-06-30,2019-09-12,74,23,2019-4794,25512.0,25512.0
2019-05-30,2019-07-22,53,23,2019-4765,31578.29,31578.29
2019-04-30,2019-06-11,42,23,2019-4718,17435.27,17435.27
2022-01-25,2022-02-22,28,24,2022-5773,34637.52,34637.52
